sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
urban_transport_bus_0003,data/corpus/urban/transport/urban_transport_bus_0003.wav,urban,transport,bus,Bus;Door;Engine;Domestic_sounds_and_home_sounds;Motor_vehicle_(road);Vehicle,6.0,22050,FSD50K,104276.wav,CC-BY,,,,bus from FSD50K (Bus)
urban_transport_bus_0004,data/corpus/urban/transport/urban_transport_bus_0004.wav,urban,transport,bus,Sliding_door;Bus;Engine;Door;Domestic_sounds_and_home_sounds;Motor_vehicle_(road);Vehicle,6.0,22050,FSD50K,104277.wav,CC-BY,,,,bus from FSD50K (Bus)
urban_alarm_siren_0001,data/corpus/urban/alarm/urban_alarm_siren_0001.wav,urban,alarm,siren,Siren;Alarm,4.0,22050,FSD50K,104293.wav,CC-BY,,,,siren from FSD50K (Siren)
nature_animal_bird_0008,data/corpus/nature/animal/nature_animal_bird_0008.wav,nature,animal,bird,Chirp_and_tweet;Motorcycle;Engine;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal;Motor_vehicle_(road);Vehicle,16.287,22050,FSD50K,1043.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_water_ocean_0001,data/corpus/nature/water/nature_water_ocean_0001.wav,nature,water,ocean,Waves_and_surf;Splash_and_splatter;Liquid;Ocean;Water,5.548,22050,FSD50K,104305.wav,CC-BY,,,,ocean from FSD50K (Waves_and_surf)
urban_machine_engine_0004,data/corpus/urban/machine/urban_machine_engine_0004.wav,urban,machine,engine,Motorcycle;Engine;Human_voice;Motor_vehicle_(road);Vehicle,18.111,22050,FSD50K,1044.wav,CC-BY,,,,engine from FSD50K (Engine)
nature_human_speech_male_0009,data/corpus/nature/human/nature_human_speech_male_0009.wav,nature,human,speech_male,Male_speech_and_man_speaking;Bus;Alarm;Engine;Speech;Human_voice;Motor_vehicle_(road);Vehicle,22.13,22050,FSD50K,104420.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_fart_0001,data/corpus/nature/human/nature_human_fart_0001.wav,nature,human,fart,Fart,9.613,22050,FSD50K,104425.wav,CC-BY,,,,fart from FSD50K (Fart)
urban_machine_engine_0005,data/corpus/urban/machine/urban_machine_engine_0005.wav,urban,machine,engine,Motorcycle;Engine;Motor_vehicle_(road);Vehicle,27.88,22050,FSD50K,1045.wav,CC-BY,,,,engine from FSD50K (Engine)
music_voice_singing_0003,data/corpus/music/voice/music_voice_singing_0003.wav,music,voice,singing,Singing;Human_voice,26.317,22050,FSD50K,104579.wav,CC-BY,,,,singing from FSD50K (Singing)
music_percussion_percussion_0001,data/corpus/music/percussion/music_percussion_percussion_0001.wav,music,percussion,percussion,Harp;Percussion;Musical_instrument;Music,8.0,22050,FSD50K,104588.wav,CC-BY,,,,percussion from FSD50K (Percussion)
urban_machine_engine_0006,data/corpus/urban/machine/urban_machine_engine_0006.wav,urban,machine,engine,Motorcycle;Engine;Motor_vehicle_(road);Vehicle,19.521,22050,FSD50K,1046.wav,CC-BY,,,,engine from FSD50K (Engine)
music_string_plucked_electric_guitar_0001,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0001.wav,music,string_plucked,electric_guitar,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,2.75,22050,FSD50K,104616.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
nature_fire_crackle_0002,data/corpus/nature/fire/nature_fire_crackle_0002.wav,nature,fire,crackle,Crackle,1.837,22050,FSD50K,1047.wav,CC-BY,,,,crackle from FSD50K (Crackle)
urban_domestic_toilet_0002,data/corpus/urban/domestic/urban_domestic_toilet_0002.wav,urban,domestic,toilet,Toilet_flush;Domestic_sounds_and_home_sounds,12.886,22050,FSD50K,104802.wav,CC-BY,,,,toilet from FSD50K (Toilet_flush)
urban_alarm_alarm_0004,data/corpus/urban/alarm/urban_alarm_alarm_0004.wav,urban,alarm,alarm,Alarm;Car;Motor_vehicle_(road);Vehicle,3.88,22050,FSD50K,104803.wav,CC-BY,,,,alarm from FSD50K (Alarm)
music_voice_male_singing_0002,data/corpus/music/voice/music_voice_male_singing_0002.wav,music,voice,male_singing,Male_singing;Singing;Human_voice,14.295,22050,FSD50K,104813.wav,CC-BY,,,,male_singing from FSD50K (Male_singing)
urban_impact_tap_0003,data/corpus/urban/impact/urban_impact_tap_0003.wav,urban,impact,tap,Tap;Drip;Trickle_and_dribble;Toilet_flush;Liquid;Pour;Domestic_sounds_and_home_sounds,17.451,22050,FSD50K,104953.wav,CC-BY,,,,tap from FSD50K (Tap)
nature_animal_bird_0009,data/corpus/nature/animal/nature_animal_bird_0009.wav,nature,animal,bird,Bird;Wild_animals;Animal,2.707,22050,FSD50K,104954.wav,CC-BY,,,,bird from FSD50K (Bird)
nature_fire_crackle_0003,data/corpus/nature/fire/nature_fire_crackle_0003.wav,nature,fire,crackle,Crackle;Fire,4.395,22050,FSD50K,104958.wav,CC-BY,,,,crackle from FSD50K (Crackle)
urban_impact_squeak_0004,data/corpus/urban/impact/urban_impact_squeak_0004.wav,urban,impact,squeak,Squeak,8.619,22050,FSD50K,104964.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_impact_squeak_0005,data/corpus/urban/impact/urban_impact_squeak_0005.wav,urban,impact,squeak,Squeak;Wood;Door;Domestic_sounds_and_home_sounds,5.205,22050,FSD50K,104965.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_impact_squeak_0006,data/corpus/urban/impact/urban_impact_squeak_0006.wav,urban,impact,squeak,Squeak;Door;Domestic_sounds_and_home_sounds,6.571,22050,FSD50K,104968.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_impact_squeak_0007,data/corpus/urban/impact/urban_impact_squeak_0007.wav,urban,impact,squeak,Squeak;Rattle;Sliding_door;Door;Domestic_sounds_and_home_sounds,24.356,22050,FSD50K,104971.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_impact_gunshot_0001,data/corpus/urban/impact/urban_impact_gunshot_0001.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.806,22050,FSD50K,105025.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
music_string_plucked_bass_guitar_0003,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0003.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,14.769,22050,FSD50K,105091.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
music_string_plucked_bass_guitar_0004,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0004.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,14.769,22050,FSD50K,105092.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
urban_alarm_alarm_0005,data/corpus/urban/alarm/urban_alarm_alarm_0005.wav,urban,alarm,alarm,Alarm,20.505,22050,FSD50K,105117.wav,CC-BY,,,,alarm from FSD50K (Alarm)
nature_human_applause_0003,data/corpus/nature/human/nature_human_applause_0003.wav,nature,human,applause,Applause;Chatter;Crowd;Cheering;Clapping;Shout;Human_group_actions;Human_voice;Hands,9.804,22050,FSD50K,105223.wav,CC-BY,,,,applause from FSD50K (Applause)
nature_human_applause_0004,data/corpus/nature/human/nature_human_applause_0004.wav,nature,human,applause,Applause;Crowd;Clapping;Laughter;Human_group_actions;Human_voice;Hands,6.329,22050,FSD50K,105225.wav,CC-BY,,,,applause from FSD50K (Applause)
music_percussion_mallet_0001,data/corpus/music/percussion/music_percussion_mallet_0001.wav,music,percussion,mallet,Mallet_percussion;Percussion;Musical_instrument;Music,4.889,22050,FSD50K,105228.wav,CC-BY,,,,mallet from FSD50K (Mallet_percussion)
music_percussion_mallet_0002,data/corpus/music/percussion/music_percussion_mallet_0002.wav,music,percussion,mallet,Mallet_percussion;Percussion;Musical_instrument;Music,5.955,22050,FSD50K,105229.wav,CC-BY,,,,mallet from FSD50K (Mallet_percussion)
music_percussion_hihat_0009,data/corpus/music/percussion/music_percussion_hihat_0009.wav,music,percussion,hihat,Hi-hat;Bass_drum;Keyboard_(musical);Snare_drum;Musical_instrument;Music;Drum;Percussion;Cymbal,3.474,22050,FSD50K,105245.wav,CC-BY,,,,hihat from FSD50K (Hi-hat)
urban_alarm_church_bell_0001,data/corpus/urban/alarm/urban_alarm_church_bell_0001.wav,urban,alarm,church_bell,Church_bell;Traffic_noise_and_roadway_noise;Bell;Motor_vehicle_(road);Vehicle,22.041,22050,FSD50K,105275.wav,CC-BY,,,,church_bell from FSD50K (Church_bell)
nature_human_applause_0005,data/corpus/nature/human/nature_human_applause_0005.wav,nature,human,applause,Applause;Cheering;Clapping;Speech;Music;Human_voice;Human_group_actions;Hands,21.452,22050,FSD50K,105276.wav,CC-BY,,,,applause from FSD50K (Applause)
nature_human_speech_female_0003,data/corpus/nature/human/nature_human_speech_female_0003.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Applause;Crowd;Cheering;Clapping;Shout;Music;Speech;Human_voice;Human_group_actions;Hands,16.323,22050,FSD50K,105277.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
urban_domestic_dishes_0002,data/corpus/urban/domestic/urban_domestic_dishes_0002.wav,urban,domestic,dishes,Dishes_and_pots_and_pans;Finger_snapping;Domestic_sounds_and_home_sounds;Hands,0.73,22050,FSD50K,105381.wav,CC-BY,,,,dishes from FSD50K (Dishes_and_pots_and_pans)
urban_domestic_dishes_0003,data/corpus/urban/domestic/urban_domestic_dishes_0003.wav,urban,domestic,dishes,Dishes_and_pots_and_pans;Chink_and_clink;Domestic_sounds_and_home_sounds;Glass,4.08,22050,FSD50K,105385.wav,CC-BY,,,,dishes from FSD50K (Dishes_and_pots_and_pans)
urban_impact_rattle_0002,data/corpus/urban/impact/urban_impact_rattle_0002.wav,urban,impact,rattle,Rattle;Cupboard_open_or_close;Domestic_sounds_and_home_sounds,3.837,22050,FSD50K,105386.wav,CC-BY,,,,rattle from FSD50K (Rattle)
urban_impact_rattle_0003,data/corpus/urban/impact/urban_impact_rattle_0003.wav,urban,impact,rattle,Rattle;Cupboard_open_or_close;Domestic_sounds_and_home_sounds,3.036,22050,FSD50K,105387.wav,CC-BY,,,,rattle from FSD50K (Rattle)
urban_machine_fan_0002,data/corpus/urban/machine/urban_machine_fan_0002.wav,urban,machine,fan,Mechanical_fan;Mechanisms,21.401,22050,FSD50K,105416.wav,CC-BY,,,,fan from FSD50K (Mechanical_fan)
urban_impact_crushing_0002,data/corpus/urban/impact/urban_impact_crushing_0002.wav,urban,impact,crushing,Crushing,0.842,22050,FSD50K,105417.wav,CC-BY,,,,crushing from FSD50K (Crushing)
nature_animal_mammal_0003,data/corpus/nature/animal/nature_animal_mammal_0003.wav,nature,animal,mammal,Purr;Cat;Domestic_animals_and_pets;Animal,14.49,22050,FSD50K,106018.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_animal_insect_0003,data/corpus/nature/animal/nature_animal_insect_0003.wav,nature,animal,insect,Cricket;Insect;Wild_animals;Animal,23.022,22050,FSD50K,106019.wav,CC-BY,,,,insect from FSD50K (Cricket)
urban_domestic_cutlery_0001,data/corpus/urban/domestic/urban_domestic_cutlery_0001.wav,urban,domestic,cutlery,Cutlery_and_silverware;Dishes_and_pots_and_pans;Thump_and_thud;Domestic_sounds_and_home_sounds,0.69,22050,FSD50K,106240.wav,CC-BY,,,,cutlery from FSD50K (Cutlery_and_silverware)
nature_animal_mammal_0004,data/corpus/nature/animal/nature_animal_mammal_0004.wav,nature,animal,mammal,Purr;Cat;Domestic_animals_and_pets;Animal,12.353,22050,FSD50K,106245.wav,CC-BY,,,,mammal from FSD50K (Cat)
urban_human_footsteps_0002,data/corpus/urban/human/urban_human_footsteps_0002.wav,urban,human,footsteps,Walk_and_footsteps;Door;Domestic_sounds_and_home_sounds,7.089,22050,FSD50K,106269.wav,CC-BY,,,,footsteps from FSD50K (Walk_and_footsteps)
urban_alarm_doorbell_0001,data/corpus/urban/alarm/urban_alarm_doorbell_0001.wav,urban,alarm,doorbell,Doorbell;Door;Domestic_sounds_and_home_sounds;Alarm,13.161,22050,FSD50K,106270.wav,CC-BY,,,,doorbell from FSD50K (Doorbell)
music_woodwind_harmonica_0001,data/corpus/music/woodwind/music_woodwind_harmonica_0001.wav,music,woodwind,harmonica,Harmonica;Musical_instrument;Music,20.07,22050,FSD50K,106352.wav,CC-BY,,,,harmonica from FSD50K (Harmonica)
nature_human_gasp_0001,data/corpus/nature/human/nature_human_gasp_0001.wav,nature,human,gasp,Gasp;Breathing;Respiratory_sounds,12.251,22050,FSD50K,106391.wav,CC-BY,,,,gasp from FSD50K (Gasp)
urban_machine_revving_0001,data/corpus/urban/machine/urban_machine_revving_0001.wav,urban,machine,revving,Idling;Engine_starting;Accelerating_and_revving_and_vroom;Car;Motor_vehicle_(road);Vehicle;Engine,25.26,22050,FSD50K,106553.wav,CC-BY,,,,revving from FSD50K (Accelerating_and_revving_and_vroom)
urban_impact_slam_0002,data/corpus/urban/impact/urban_impact_slam_0002.wav,urban,impact,slam,Slam;Car;Motor_vehicle_(road);Vehicle;Door;Domestic_sounds_and_home_sounds,0.947,22050,FSD50K,106555.wav,CC-BY,,,,slam from FSD50K (Slam)
urban_transport_car_0001,data/corpus/urban/transport/urban_transport_car_0001.wav,urban,transport,car,Car;Motor_vehicle_(road);Vehicle,1.222,22050,FSD50K,106556.wav,CC-BY,,,,car from FSD50K (Motor_vehicle_(road))
nature_human_chatter_0007,data/corpus/nature/human/nature_human_chatter_0007.wav,nature,human,chatter,Chatter;Car_passing_by;Race_car_and_auto_racing;Engine;Laughter;Human_group_actions;Human_voice;Car;Motor_vehicle_(road);Vehicle,25.694,22050,FSD50K,106559.wav,CC-BY,,,,chatter from FSD50K (Chatter)
music_percussion_mallet_0003,data/corpus/music/percussion/music_percussion_mallet_0003.wav,music,percussion,mallet,Mallet_percussion;Percussion;Musical_instrument;Music,20.931,22050,FSD50K,106842.wav,CC-BY,,,,mallet from FSD50K (Mallet_percussion)
urban_impact_shatter_0001,data/corpus/urban/impact/urban_impact_shatter_0001.wav,urban,impact,shatter,Shatter;Crushing;Glass,3.942,22050,FSD50K,106881.wav,CC-BY,,,,shatter from FSD50K (Shatter)
nature_human_laughing_0003,data/corpus/nature/human/nature_human_laughing_0003.wav,nature,human,laughing,Laughter;Human_voice,4.278,22050,FSD50K,106883.wav,CC-BY,,,,laughing from FSD50K (Laughter)
nature_human_speech_male_0010,data/corpus/nature/human/nature_human_speech_male_0010.wav,nature,human,speech_male,Male_speech_and_man_speaking;Chuckle_and_chortle;Speech;Human_voice;Laughter,5.77,22050,FSD50K,106972.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_screaming_0001,data/corpus/nature/human/nature_human_screaming_0001.wav,nature,human,screaming,Screaming;Human_voice,7.611,22050,FSD50K,107032.wav,CC-BY,,,,screaming from FSD50K (Screaming)
music_percussion_hihat_0010,data/corpus/music/percussion/music_percussion_hihat_0010.wav,music,percussion,hihat,Hi-hat;Bass_drum;Scratching_(performance_technique);Keyboard_(musical);Snare_drum;Musical_instrument;Music;Drum;Percussion;Cymbal,7.266,22050,FSD50K,107054.wav,CC-BY,,,,hihat from FSD50K (Hi-hat)
music_percussion_bass_drum_0001,data/corpus/music/percussion/music_percussion_bass_drum_0001.wav,music,percussion,bass_drum,Bass_drum;Scratching_(performance_technique);Keyboard_(musical);Snare_drum;Musical_instrument;Music;Drum;Percussion,7.269,22050,FSD50K,107055.wav,CC-BY,,,,bass_drum from FSD50K (Bass_drum)
nature_animal_mammal_0005,data/corpus/nature/animal/nature_animal_mammal_0005.wav,nature,animal,mammal,Purr;Cat;Domestic_animals_and_pets;Animal,12.351,22050,FSD50K,107125.wav,CC-BY,,,,mammal from FSD50K (Cat)
nature_animal_mammal_0006,data/corpus/nature/animal/nature_animal_mammal_0006.wav,nature,animal,mammal,Meow;Cat;Domestic_animals_and_pets;Animal,21.061,22050,FSD50K,107188.wav,CC-BY,,,,mammal from FSD50K (Cat)
urban_machine_revving_0002,data/corpus/urban/machine/urban_machine_revving_0002.wav,urban,machine,revving,Idling;Motorcycle;Accelerating_and_revving_and_vroom;Engine;Motor_vehicle_(road);Vehicle,24.371,22050,FSD50K,107228.wav,CC-BY,,,,revving from FSD50K (Accelerating_and_revving_and_vroom)
nature_human_speech_male_0011,data/corpus/nature/human/nature_human_speech_male_0011.wav,nature,human,speech_male,Male_speech_and_man_speaking;Speech;Human_voice,5.686,22050,FSD50K,107331.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
urban_machine_saw_0001,data/corpus/urban/machine/urban_machine_saw_0001.wav,urban,machine,saw,Sawing;Tools,9.718,22050,FSD50K,107562.wav,CC-BY,,,,saw from FSD50K (Sawing)
urban_human_footsteps_0003,data/corpus/urban/human/urban_human_footsteps_0003.wav,urban,human,footsteps,Walk_and_footsteps,2.347,22050,FSD50K,107616.wav,CC-BY,,,,footsteps from FSD50K (Walk_and_footsteps)
urban_impact_gunshot_0002,data/corpus/urban/impact/urban_impact_gunshot_0002.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,2.091,22050,FSD50K,107619.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0003,data/corpus/urban/impact/urban_impact_gunshot_0003.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.771,22050,FSD50K,107620.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0004,data/corpus/urban/impact/urban_impact_gunshot_0004.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,2.101,22050,FSD50K,107621.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_machine_tools_0001,data/corpus/urban/machine/urban_machine_tools_0001.wav,urban,machine,tools,Drill;Power_tool;Tools,26.832,22050,FSD50K,107842.wav,CC-BY,,,,tools from FSD50K (Tools)
urban_impact_squeak_0008,data/corpus/urban/impact/urban_impact_squeak_0008.wav,urban,impact,squeak,Squeak;Door;Domestic_sounds_and_home_sounds,23.257,22050,FSD50K,107845.wav,CC-BY,,,,squeak from FSD50K (Squeak)
nature_human_speech_male_0012,data/corpus/nature/human/nature_human_speech_male_0012.wav,nature,human,speech_male,Male_speech_and_man_speaking;Female_speech_and_woman_speaking;Speech;Human_voice,1.161,22050,FSD50K,107932.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_voice_0003,data/corpus/nature/human/nature_human_voice_0003.wav,nature,human,voice,Human_voice,14.489,22050,FSD50K,107934.wav,CC-BY,,,,voice from FSD50K (Human_voice)
urban_alarm_alarm_0006,data/corpus/urban/alarm/urban_alarm_alarm_0006.wav,urban,alarm,alarm,Alarm,6.0,22050,FSD50K,108011.wav,CC-BY,,,,alarm from FSD50K (Alarm)
nature_human_coughing_0001,data/corpus/nature/human/nature_human_coughing_0001.wav,nature,human,coughing,Cough;Respiratory_sounds,5.461,22050,FSD50K,108017.wav,CC-BY,,,,coughing from FSD50K (Cough)
urban_impact_squeak_0009,data/corpus/urban/impact/urban_impact_squeak_0009.wav,urban,impact,squeak,Squeak;Toilet_flush;Gurgling;Domestic_sounds_and_home_sounds;Water,24.064,22050,FSD50K,108018.wav,CC-BY,,,,squeak from FSD50K (Squeak)
urban_domestic_microwave_0002,data/corpus/urban/domestic/urban_domestic_microwave_0002.wav,urban,domestic,microwave,Microwave_oven;Domestic_sounds_and_home_sounds,10.411,22050,FSD50K,108023.wav,CC-BY,,,,microwave from FSD50K (Microwave_oven)
music_percussion_gong_0001,data/corpus/music/percussion/music_percussion_gong_0001.wav,music,percussion,gong,Gong;Rattle_(instrument);Percussion;Musical_instrument;Music;Plucked_string_instrument,9.5,22050,FSD50K,108248.wav,CC-BY,,,,gong from FSD50K (Gong)
nature_human_speech_child_0002,data/corpus/nature/human/nature_human_speech_child_0002.wav,nature,human,speech_child,Child_speech_and_kid_speaking;Speech;Human_voice,1.368,22050,FSD50K,108284.wav,CC-BY,,,,speech_child from FSD50K (Child_speech_and_kid_speaking)
nature_water_water_0001,data/corpus/nature/water/nature_water_water_0001.wav,nature,water,water,Water,10.0,22050,FSD50K,108386.wav,CC-BY,,,,water from FSD50K (Water)
nature_water_stream_0002,data/corpus/nature/water/nature_water_stream_0002.wav,nature,water,stream,Stream;Water,8.0,22050,FSD50K,108387.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_water_stream_0003,data/corpus/nature/water/nature_water_stream_0003.wav,nature,water,stream,Stream;Trickle_and_dribble;Water;Pour;Liquid,16.0,22050,FSD50K,108388.wav,CC-BY,,,,stream from FSD50K (Stream)
